latency: 57, min: 57, max: 57, avg: 57.00 (1 samples)
latency: 64, min: 57, max: 64, avg: 60.50 (2 samples)
latency: 27, min: 27, max: 64, avg: 49.33 (3 samples)
latency: 63, min: 27, max: 64, avg: 52.75 (4 samples)
latency: 34, min: 27, max: 64, avg: 49.00 (5 samples)
latency: 65, min: 27, max: 65, avg: 51.67 (6 samples)
latency: 28, min: 27, max: 65, avg: 48.29 (7 samples)
latency: 63, min: 27, max: 65, avg: 50.12 (8 samples)
latency: 32, min: 27, max: 65, avg: 48.11 (9 samples)
latency: 59, min: 27, max: 65, avg: 49.20 (10 samples)
latency: 26, min: 26, max: 65, avg: 47.09 (11 samples)
latency: 58, min: 26, max: 65, avg: 48.00 (12 samples)
latency: 31, min: 26, max: 65, avg: 46.69 (13 samples)
latency: 56, min: 26, max: 65, avg: 47.36 (14 samples)
latency: 24, min: 24, max: 65, avg: 45.80 (15 samples)
latency: 55, min: 24, max: 65, avg: 46.38 (16 samples)
latency: 29, min: 24, max: 65, avg: 45.35 (17 samples)
latency: 55, min: 24, max: 65, avg: 45.89 (18 samples)
latency: 23, min: 23, max: 65, avg: 44.68 (19 samples)
 -- 1.03 seconds range
latency: 55, min: 55, max: 55, avg: 55.00 (1 samples)
latency: 28, min: 28, max: 55, avg: 41.50 (2 samples)
latency: 53, min: 28, max: 55, avg: 45.33 (3 samples)
latency: 21, min: 21, max: 55, avg: 39.25 (4 samples)
latency: 52, min: 21, max: 55, avg: 41.80 (5 samples)
latency: 27, min: 21, max: 55, avg: 39.33 (6 samples)
latency: 52, min: 21, max: 55, avg: 41.14 (7 samples)
latency: 21, min: 21, max: 55, avg: 38.62 (8 samples)
latency: 52, min: 21, max: 55, avg: 40.11 (9 samples)
latency: 28, min: 21, max: 55, avg: 38.90 (10 samples)
latency: 53, min: 21, max: 55, avg: 40.18 (11 samples)
latency: 20, min: 20, max: 55, avg: 38.50 (12 samples)
latency: 48, min: 20, max: 55, avg: 39.23 (13 samples)
latency: 25, min: 20, max: 55, avg: 38.21 (14 samples)
latency: 20, min: 20, max: 55, avg: 37.00 (15 samples)
latency: 13, min: 13, max: 55, avg: 35.50 (16 samples)
latency: 8, min: 8, max: 55, avg: 33.88 (17 samples)
latency: 9, min: 8, max: 55, avg: 32.50 (18 samples)
