latency: 127, min: 127, max: 127, avg: 127.00 (1 samples)
latency: 93, min: 93, max: 127, avg: 110.00 (2 samples)
latency: 77, min: 77, max: 127, avg: 99.00 (3 samples)
latency: 70, min: 70, max: 127, avg: 91.75 (4 samples)
latency: 83, min: 70, max: 127, avg: 90.00 (5 samples)
latency: 72, min: 70, max: 127, avg: 87.00 (6 samples)
latency: 65, min: 65, max: 127, avg: 83.86 (7 samples)
latency: 79, min: 65, max: 127, avg: 83.25 (8 samples)
latency: 71, min: 65, max: 127, avg: 81.89 (9 samples)
latency: 64, min: 64, max: 127, avg: 80.10 (10 samples)
latency: 78, min: 64, max: 127, avg: 79.91 (11 samples)
latency: 79, min: 64, max: 127, avg: 79.83 (12 samples)
 -- 1.07 seconds range
latency: 79, min: 79, max: 79, avg: 79.00 (1 samples)
latency: 80, min: 79, max: 80, avg: 79.50 (2 samples)
latency: 76, min: 76, max: 80, avg: 78.33 (3 samples)
latency: 75, min: 75, max: 80, avg: 77.50 (4 samples)
latency: 107, min: 75, max: 107, avg: 83.40 (5 samples)
latency: 35, min: 35, max: 107, avg: 75.33 (6 samples)
latency: 60, min: 35, max: 107, avg: 73.14 (7 samples)
latency: 9, min: 9, max: 107, avg: 65.12 (8 samples)
latency: 15, min: 9, max: 107, avg: 59.56 (9 samples)
latency: 11, min: 9, max: 107, avg: 54.70 (10 samples)
latency: 12, min: 9, max: 107, avg: 50.82 (11 samples)
latency: 11, min: 9, max: 107, avg: 47.50 (12 samples)
latency: 13, min: 9, max: 107, avg: 44.85 (13 samples)
latency: 11, min: 9, max: 107, avg: 42.43 (14 samples)
latency: 13, min: 9, max: 107, avg: 40.47 (15 samples)
latency: 11, min: 9, max: 107, avg: 38.62 (16 samples)
latency: 12, min: 9, max: 107, avg: 37.06 (17 samples)
latency: 11, min: 9, max: 107, avg: 35.61 (18 samples)
latency: 12, min: 9, max: 107, avg: 34.37 (19 samples)
latency: 11, min: 9, max: 107, avg: 33.20 (20 samples)
latency: 12, min: 9, max: 107, avg: 32.19 (21 samples)
latency: 10, min: 9, max: 107, avg: 31.18 (22 samples)
latency: 12, min: 9, max: 107, avg: 30.35 (23 samples)
latency: 11, min: 9, max: 107, avg: 29.54 (24 samples)
latency: 12, min: 9, max: 107, avg: 28.84 (25 samples)
latency: 11, min: 9, max: 107, avg: 28.15 (26 samples)
latency: 11, min: 9, max: 107, avg: 27.52 (27 samples)
 -- 1.02 seconds range
latency: 10, min: 10, max: 10, avg: 10.00 (1 samples)
latency: 12, min: 10, max: 12, avg: 11.00 (2 samples)
latency: 11, min: 10, max: 12, avg: 11.00 (3 samples)
latency: 12, min: 10, max: 12, avg: 11.25 (4 samples)
latency: 10, min: 10, max: 12, avg: 11.00 (5 samples)
latency: 12, min: 10, max: 12, avg: 11.17 (6 samples)
latency: 12, min: 10, max: 12, avg: 11.29 (7 samples)
latency: 12, min: 10, max: 12, avg: 11.38 (8 samples)
latency: 12, min: 10, max: 12, avg: 11.44 (9 samples)
latency: 12, min: 10, max: 12, avg: 11.50 (10 samples)
latency: 10, min: 10, max: 12, avg: 11.36 (11 samples)
latency: 10, min: 10, max: 12, avg: 11.25 (12 samples)
latency: 11, min: 10, max: 12, avg: 11.23 (13 samples)
latency: 12, min: 10, max: 12, avg: 11.29 (14 samples)
latency: 12, min: 10, max: 12, avg: 11.33 (15 samples)
latency: 12, min: 10, max: 12, avg: 11.38 (16 samples)
latency: 13, min: 10, max: 13, avg: 11.47 (17 samples)
latency: 13, min: 10, max: 13, avg: 11.56 (18 samples)
latency: 12, min: 10, max: 13, avg: 11.58 (19 samples)
latency: 13, min: 10, max: 13, avg: 11.65 (20 samples)
latency: 12, min: 10, max: 13, avg: 11.67 (21 samples)
latency: 13, min: 10, max: 13, avg: 11.73 (22 samples)
latency: 11, min: 10, max: 13, avg: 11.70 (23 samples)
