latency: 83, min: 83, max: 83, avg: 83.00 (1 samples)
latency: 54, min: 54, max: 83, avg: 68.50 (2 samples)
latency: 48, min: 48, max: 83, avg: 61.67 (3 samples)
latency: 49, min: 48, max: 83, avg: 58.50 (4 samples)
latency: 46, min: 46, max: 83, avg: 56.00 (5 samples)
latency: 79, min: 46, max: 83, avg: 59.83 (6 samples)
latency: 55, min: 46, max: 83, avg: 59.14 (7 samples)
latency: 84, min: 46, max: 84, avg: 62.25 (8 samples)
latency: 54, min: 46, max: 84, avg: 61.33 (9 samples)
latency: 85, min: 46, max: 85, avg: 63.70 (10 samples)
latency: 54, min: 46, max: 85, avg: 62.82 (11 samples)
latency: 83, min: 46, max: 85, avg: 64.50 (12 samples)
latency: 53, min: 46, max: 85, avg: 63.62 (13 samples)
latency: 82, min: 46, max: 85, avg: 64.93 (14 samples)
 -- 1.04 seconds range
latency: 53, min: 53, max: 53, avg: 53.00 (1 samples)
latency: 86, min: 53, max: 86, avg: 69.50 (2 samples)
latency: 52, min: 52, max: 86, avg: 63.67 (3 samples)
latency: 81, min: 52, max: 86, avg: 68.00 (4 samples)
latency: 51, min: 51, max: 86, avg: 64.60 (5 samples)
latency: 78, min: 51, max: 86, avg: 66.83 (6 samples)
latency: 46, min: 46, max: 86, avg: 63.86 (7 samples)
latency: 49, min: 46, max: 86, avg: 62.00 (8 samples)
latency: 60, min: 46, max: 86, avg: 61.78 (9 samples)
latency: 48, min: 46, max: 86, avg: 60.40 (10 samples)
latency: 68, min: 46, max: 86, avg: 61.09 (11 samples)
latency: 48, min: 46, max: 86, avg: 60.00 (12 samples)
latency: 66, min: 46, max: 86, avg: 60.46 (13 samples)
latency: 46, min: 46, max: 86, avg: 59.43 (14 samples)
latency: 65, min: 46, max: 86, avg: 59.80 (15 samples)
 -- 1.05 seconds range
latency: 47, min: 47, max: 47, avg: 47.00 (1 samples)
latency: 64, min: 47, max: 64, avg: 55.50 (2 samples)
latency: 49, min: 47, max: 64, avg: 53.33 (3 samples)
latency: 61, min: 47, max: 64, avg: 55.25 (4 samples)
latency: 49, min: 47, max: 64, avg: 54.00 (5 samples)
latency: 59, min: 47, max: 64, avg: 54.83 (6 samples)
latency: 50, min: 47, max: 64, avg: 54.14 (7 samples)
latency: 64, min: 47, max: 64, avg: 55.38 (8 samples)
latency: 50, min: 47, max: 64, avg: 54.78 (9 samples)
latency: 61, min: 47, max: 64, avg: 55.40 (10 samples)
latency: 48, min: 47, max: 64, avg: 54.73 (11 samples)
latency: 60, min: 47, max: 64, avg: 55.17 (12 samples)
latency: 49, min: 47, max: 64, avg: 54.69 (13 samples)
latency: 55, min: 47, max: 64, avg: 54.71 (14 samples)
latency: 45, min: 45, max: 64, avg: 54.07 (15 samples)
latency: 54, min: 45, max: 64, avg: 54.06 (16 samples)
 -- 1.03 seconds range
latency: 44, min: 44, max: 44, avg: 44.00 (1 samples)
latency: 52, min: 44, max: 52, avg: 48.00 (2 samples)
latency: 44, min: 44, max: 52, avg: 46.67 (3 samples)
latency: 51, min: 44, max: 52, avg: 47.75 (4 samples)
latency: 43, min: 43, max: 52, avg: 46.80 (5 samples)
latency: 51, min: 43, max: 52, avg: 47.50 (6 samples)
latency: 42, min: 42, max: 52, avg: 46.71 (7 samples)
latency: 50, min: 42, max: 52, avg: 47.12 (8 samples)
latency: 40, min: 40, max: 52, avg: 46.33 (9 samples)
latency: 49, min: 40, max: 52, avg: 46.60 (10 samples)
latency: 40, min: 40, max: 52, avg: 46.00 (11 samples)
latency: 48, min: 40, max: 52, avg: 46.17 (12 samples)
latency: 40, min: 40, max: 52, avg: 45.69 (13 samples)
latency: 48, min: 40, max: 52, avg: 45.86 (14 samples)
latency: 40, min: 40, max: 52, avg: 45.47 (15 samples)
latency: 51, min: 40, max: 52, avg: 45.81 (16 samples)
latency: 42, min: 40, max: 52, avg: 45.59 (17 samples)
latency: 49, min: 40, max: 52, avg: 45.78 (18 samples)
 -- 1.01 seconds range
latency: 42, min: 42, max: 42, avg: 42.00 (1 samples)
latency: 48, min: 42, max: 48, avg: 45.00 (2 samples)
latency: 42, min: 42, max: 48, avg: 44.00 (3 samples)
latency: 47, min: 42, max: 48, avg: 44.75 (4 samples)
latency: 41, min: 41, max: 48, avg: 44.00 (5 samples)
latency: 44, min: 41, max: 48, avg: 44.00 (6 samples)
latency: 37, min: 37, max: 48, avg: 43.00 (7 samples)
latency: 43, min: 37, max: 48, avg: 43.00 (8 samples)
latency: 36, min: 36, max: 48, avg: 42.22 (9 samples)
latency: 42, min: 36, max: 48, avg: 42.20 (10 samples)
latency: 36, min: 36, max: 48, avg: 41.64 (11 samples)
latency: 40, min: 36, max: 48, avg: 41.50 (12 samples)
latency: 36, min: 36, max: 48, avg: 41.08 (13 samples)
latency: 39, min: 36, max: 48, avg: 40.93 (14 samples)
latency: 35, min: 35, max: 48, avg: 40.53 (15 samples)
latency: 38, min: 35, max: 48, avg: 40.38 (16 samples)
latency: 34, min: 34, max: 48, avg: 40.00 (17 samples)
latency: 38, min: 34, max: 48, avg: 39.89 (18 samples)
latency: 33, min: 33, max: 48, avg: 39.53 (19 samples)
latency: 38, min: 33, max: 48, avg: 39.45 (20 samples)
latency: 33, min: 33, max: 48, avg: 39.14 (21 samples)
 -- 1.03 seconds range
