latency: 40, min: 40, max: 40, avg: 40.00 (1 samples)
latency: 43, min: 40, max: 43, avg: 41.50 (2 samples)
latency: 38, min: 38, max: 43, avg: 40.33 (3 samples)
latency: 55, min: 38, max: 55, avg: 44.00 (4 samples)
latency: 80, min: 38, max: 80, avg: 51.20 (5 samples)
latency: 53, min: 38, max: 80, avg: 51.50 (6 samples)
latency: 84, min: 38, max: 84, avg: 56.14 (7 samples)
latency: 51, min: 38, max: 84, avg: 55.50 (8 samples)
latency: 81, min: 38, max: 84, avg: 58.33 (9 samples)
latency: 49, min: 38, max: 84, avg: 57.40 (10 samples)
latency: 78, min: 38, max: 84, avg: 59.27 (11 samples)
latency: 50, min: 38, max: 84, avg: 58.50 (12 samples)
latency: 76, min: 38, max: 84, avg: 59.85 (13 samples)
latency: 47, min: 38, max: 84, avg: 58.93 (14 samples)
latency: 74, min: 38, max: 84, avg: 59.93 (15 samples)
 -- 1.04 seconds range
latency: 47, min: 47, max: 47, avg: 47.00 (1 samples)
latency: 75, min: 47, max: 75, avg: 61.00 (2 samples)
latency: 46, min: 46, max: 75, avg: 56.00 (3 samples)
latency: 74, min: 46, max: 75, avg: 60.50 (4 samples)
latency: 45, min: 45, max: 75, avg: 57.40 (5 samples)
latency: 44, min: 44, max: 75, avg: 55.17 (6 samples)
latency: 65, min: 44, max: 75, avg: 56.57 (7 samples)
latency: 42, min: 42, max: 75, avg: 54.75 (8 samples)
latency: 40, min: 40, max: 75, avg: 53.11 (9 samples)
latency: 57, min: 40, max: 75, avg: 53.50 (10 samples)
latency: 39, min: 39, max: 75, avg: 52.18 (11 samples)
latency: 60, min: 39, max: 75, avg: 52.83 (12 samples)
latency: 38, min: 38, max: 75, avg: 51.69 (13 samples)
latency: 58, min: 38, max: 75, avg: 52.14 (14 samples)
latency: 38, min: 38, max: 75, avg: 51.20 (15 samples)
latency: 55, min: 38, max: 75, avg: 51.44 (16 samples)
latency: 37, min: 37, max: 75, avg: 50.59 (17 samples)
 -- 1.03 seconds range
latency: 53, min: 53, max: 53, avg: 53.00 (1 samples)
latency: 36, min: 36, max: 53, avg: 44.50 (2 samples)
latency: 51, min: 36, max: 53, avg: 46.67 (3 samples)
latency: 34, min: 34, max: 53, avg: 43.50 (4 samples)
latency: 50, min: 34, max: 53, avg: 44.80 (5 samples)
latency: 33, min: 33, max: 53, avg: 42.83 (6 samples)
latency: 47, min: 33, max: 53, avg: 43.43 (7 samples)
latency: 37, min: 33, max: 53, avg: 42.62 (8 samples)
latency: 49, min: 33, max: 53, avg: 43.33 (9 samples)
latency: 35, min: 33, max: 53, avg: 42.50 (10 samples)
latency: 48, min: 33, max: 53, avg: 43.00 (11 samples)
latency: 33, min: 33, max: 53, avg: 42.17 (12 samples)
latency: 46, min: 33, max: 53, avg: 42.46 (13 samples)
latency: 37, min: 33, max: 53, avg: 42.07 (14 samples)
latency: 8, min: 8, max: 53, avg: 39.80 (15 samples)
latency: 8, min: 8, max: 53, avg: 37.81 (16 samples)
latency: 5, min: 5, max: 53, avg: 35.88 (17 samples)
latency: 8, min: 5, max: 53, avg: 34.33 (18 samples)
latency: 9, min: 5, max: 53, avg: 33.00 (19 samples)
latency: 7, min: 5, max: 53, avg: 31.70 (20 samples)
latency: 9, min: 5, max: 53, avg: 30.62 (21 samples)
latency: 9, min: 5, max: 53, avg: 29.64 (22 samples)
latency: 7, min: 5, max: 53, avg: 28.65 (23 samples)
latency: 8, min: 5, max: 53, avg: 27.79 (24 samples)
latency: 9, min: 5, max: 53, avg: 27.04 (25 samples)
latency: 8, min: 5, max: 53, avg: 26.31 (26 samples)
latency: 9, min: 5, max: 53, avg: 25.67 (27 samples)
latency: 7, min: 5, max: 53, avg: 25.00 (28 samples)
