latency: 11064, min: 11064, max: 11064, avg: 11064.00 (1 samples)
 -- 11.06 seconds range
latency: 97, min: 97, max: 97, avg: 97.00 (1 samples)
latency: 60, min: 60, max: 97, avg: 78.50 (2 samples)
latency: 83, min: 60, max: 97, avg: 80.00 (3 samples)
latency: 26, min: 26, max: 97, avg: 66.50 (4 samples)
latency: 76, min: 26, max: 97, avg: 68.40 (5 samples)
latency: 72, min: 26, max: 97, avg: 69.00 (6 samples)
latency: 72, min: 26, max: 97, avg: 69.43 (7 samples)
latency: 22, min: 22, max: 97, avg: 63.50 (8 samples)
latency: 70, min: 22, max: 97, avg: 64.22 (9 samples)
latency: 70, min: 22, max: 97, avg: 64.80 (10 samples)
latency: 70, min: 22, max: 97, avg: 65.27 (11 samples)
latency: 22, min: 22, max: 97, avg: 61.67 (12 samples)
latency: 66, min: 22, max: 97, avg: 62.00 (13 samples)
latency: 15, min: 15, max: 97, avg: 58.64 (14 samples)
latency: 12, min: 12, max: 97, avg: 55.53 (15 samples)
latency: 19, min: 12, max: 97, avg: 53.25 (16 samples)
 -- 1.01 seconds range
latency: 15, min: 15, max: 15, avg: 15.00 (1 samples)
latency: 15, min: 15, max: 15, avg: 15.00 (2 samples)
latency: 16, min: 15, max: 16, avg: 15.33 (3 samples)
latency: 15, min: 15, max: 16, avg: 15.25 (4 samples)
latency: 16, min: 15, max: 16, avg: 15.40 (5 samples)
latency: 15, min: 15, max: 16, avg: 15.33 (6 samples)
latency: 16, min: 15, max: 16, avg: 15.43 (7 samples)
latency: 15, min: 15, max: 16, avg: 15.38 (8 samples)
latency: 15, min: 15, max: 16, avg: 15.33 (9 samples)
latency: 15, min: 15, max: 16, avg: 15.30 (10 samples)
latency: 15, min: 15, max: 16, avg: 15.27 (11 samples)
latency: 15, min: 15, max: 16, avg: 15.25 (12 samples)
latency: 16, min: 15, max: 16, avg: 15.31 (13 samples)
latency: 15, min: 15, max: 16, avg: 15.29 (14 samples)
latency: 15, min: 15, max: 16, avg: 15.27 (15 samples)
latency: 15, min: 15, max: 16, avg: 15.25 (16 samples)
latency: 15, min: 15, max: 16, avg: 15.24 (17 samples)
latency: 14, min: 14, max: 16, avg: 15.17 (18 samples)
latency: 16, min: 14, max: 16, avg: 15.21 (19 samples)
latency: 14, min: 14, max: 16, avg: 15.15 (20 samples)
latency: 15, min: 14, max: 16, avg: 15.14 (21 samples)
latency: 14, min: 14, max: 16, avg: 15.09 (22 samples)
latency: 15, min: 14, max: 16, avg: 15.09 (23 samples)
latency: 15, min: 14, max: 16, avg: 15.08 (24 samples)
latency: 14, min: 14, max: 16, avg: 15.04 (25 samples)
latency: 15, min: 14, max: 16, avg: 15.04 (26 samples)
latency: 14, min: 14, max: 16, avg: 15.00 (27 samples)
latency: 14, min: 14, max: 16, avg: 14.96 (28 samples)
latency: 14, min: 14, max: 16, avg: 14.93 (29 samples)
latency: 14, min: 14, max: 16, avg: 14.90 (30 samples)
latency: 15, min: 14, max: 16, avg: 14.90 (31 samples)
latency: 14, min: 14, max: 16, avg: 14.88 (32 samples)
latency: 15, min: 14, max: 16, avg: 14.88 (33 samples)
latency: 14, min: 14, max: 16, avg: 14.85 (34 samples)
latency: 15, min: 14, max: 16, avg: 14.86 (35 samples)
latency: 15, min: 14, max: 16, avg: 14.86 (36 samples)
latency: 16, min: 14, max: 16, avg: 14.89 (37 samples)
latency: 15, min: 14, max: 16, avg: 14.89 (38 samples)
latency: 16, min: 14, max: 16, avg: 14.92 (39 samples)
latency: 15, min: 14, max: 16, avg: 14.93 (40 samples)
latency: 15, min: 14, max: 16, avg: 14.93 (41 samples)
 -- 1.03 seconds range
latency: 14, min: 14, max: 14, avg: 14.00 (1 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (2 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (3 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (4 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (5 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (6 samples)
latency: 14, min: 14, max: 14, avg: 14.00 (7 samples)
latency: 13, min: 13, max: 14, avg: 13.88 (8 samples)
latency: 13, min: 13, max: 14, avg: 13.78 (9 samples)
latency: 14, min: 13, max: 14, avg: 13.80 (10 samples)
latency: 14, min: 13, max: 14, avg: 13.82 (11 samples)
latency: 14, min: 13, max: 14, avg: 13.83 (12 samples)
latency: 14, min: 13, max: 14, avg: 13.85 (13 samples)
latency: 13, min: 13, max: 14, avg: 13.79 (14 samples)
latency: 14, min: 13, max: 14, avg: 13.80 (15 samples)
latency: 14, min: 13, max: 14, avg: 13.81 (16 samples)
latency: 13, min: 13, max: 14, avg: 13.76 (17 samples)
latency: 14, min: 13, max: 14, avg: 13.78 (18 samples)
latency: 13, min: 13, max: 14, avg: 13.74 (19 samples)
latency: 14, min: 13, max: 14, avg: 13.75 (20 samples)
latency: 13, min: 13, max: 14, avg: 13.71 (21 samples)
latency: 13, min: 13, max: 14, avg: 13.68 (22 samples)
latency: 13, min: 13, max: 14, avg: 13.65 (23 samples)
latency: 13, min: 13, max: 14, avg: 13.62 (24 samples)
latency: 13, min: 13, max: 14, avg: 13.60 (25 samples)
